"","POPULATION_CU","POPULATION","POP_ID","SPECIES","Y_LAT","X_LONGT","CU_NAME","CU_ACRO","FULL_CU_IN","cuid","IS_INDICATOR","REGION","year_start","year_final","START_SPAWN_DT","nYears_START_SPAWN_DT","nYearsOutside_START_SPAWN_DT","PEAK_SPAWN_DT","nYears_PEAK_SPAWN_DT","nYearsOutside_PEAK_SPAWN_DT","END_SPAWN_DT","nYears_END_SPAWN_DT","nYearsOutside_END_SPAWN_DT","DQ_START","DQ_PEAK","DQ_END"
"297","Banks Lakes Creek (Grenville Principe) Pink_PKO-12","Banks Lakes Creek (Grenville Principe) Pink",44332,"Pink",53.3768813179793,-130.198968732525,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1983,1991,256.5,2,2,259.666666666667,3,3,277.333333333333,3,3,3,3,3
"298","Banks Lakes Creek (Grenville Principe) Sockeye_SEL-19-01","Banks Lakes Creek (Grenville Principe) Sockeye",44330,"Sockeye",53.3768813179793,-130.198968732525,"BANKS","Banks","SEL-19-01",540,"N","Central Coast",1954,2001,224.35,30,20,245.1,30,19,261.607142857143,28,19,1,1,1
"299","Barnard Creek (Kitimat-Butedale) Chum_CM-18","Barnard Creek (Kitimat-Butedale) Chum",43968,"Chum",53.0529948883172,-129.119624635793,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"Y","Central Coast",1953,2022,245.629032258065,62,54,261.456896551724,58,47,280.408333333333,60,45,1,1,1
"300","Barnard Creek (Kitimat-Butedale) Coho_CO-27","Barnard Creek (Kitimat-Butedale) Coho",43966,"Coho",53.0529948883172,-129.119624635793,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,2018,249.230769230769,26,24,273.315789473684,19,15,294.875,24,13,2,2,1
"301","Barnard Creek (Kitimat-Butedale) Pink_PKE-5","Barnard Creek (Kitimat-Butedale) Pink",43967,"Pink",53.0529948883172,-129.119624635793,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"Y","Central Coast",1954,2022,244.045454545455,33,28,261.241935483871,31,25,274.983870967742,31,22,1,1,1
"302","Barnard Creek (Kitimat-Butedale) Pink_PKO-12","Barnard Creek (Kitimat-Butedale) Pink",43967,"Pink",53.0529948883172,-129.119624635793,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"Y","Central Coast",1953,2022,240.787878787879,33,28,261.129032258065,31,25,276.78125,32,25,1,1,1
"303","Barnard Creek (Kitimat-Butedale) Sockeye_SER-16","Barnard Creek (Kitimat-Butedale) Sockeye",43965,"Sockeye",53.0529948883172,-129.119624635793,"NORTHERN COASTAL FJORDS","NCFj","SER-16",614,"N","Central Coast",2012,2021,278.5,1,1,273.5,2,2,288.5,1,1,3,3,3
"304","Barnes Creek (Hazelton) Sockeye_SEL-21-09","Barnes Creek (Hazelton) Sockeye",3055,"Sockeye",55.8144130476486,-128.684632510847,"STEPHENS","Stephens","SEL-21-09",187,"Y","Skeena",2003,2022,248.088235294118,17,16,257.617647058824,17,16,269.382352941176,17,16,2,2,2
"305","Barnes Creek (Mission subdistrict) Chum_CM-2","Barnes Creek (Mission subdistrict) Chum",7473,"Chum",49.1979485496083,-122.049811241906,"LOWER FRASER","LFR","CM-2",701,"N","Fraser",2001,2020,NA,0,0,326.25,6,6,340.694444444444,18,18,3,3,3
"306","Barnes Creek (Mission) Coho_CO-47","Barnes Creek (Mission) Coho",7472,"Coho",49.1979485496083,-122.049811241906,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",2001,2010,NA,0,0,NA,0,0,373.875,8,8,3,3,3
"307","Barnes Creek Coho_CO-33","Barnes Creek Coho",3253,"Coho",55.8144130476486,-128.684632510847,"MIDDLE SKEENA","MSKNA","CO-33",215,"N","Skeena",2005,2016,NA,0,0,NA,0,0,NA,0,0,3,3,3
"308","Barr Creek (Tahsis) Pink Run 1_PKE-2","Barr Creek (Tahsis) Pink Run 1",41669,"Pink",49.9138468051392,-126.783823231141,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1968,1968,228,1,1,259,1,1,289,1,0,3,3,2
"309","Barr Creek Chum_CM-10","Barr Creek Chum",41671,"Chum",49.9138468051392,-126.783823231141,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1967,1998,274.555555555556,9,8,292.909090909091,11,7,314.25,10,6,2,2,2
"310","Barr Creek Coho_CO-17","Barr Creek Coho",41667,"Coho",49.9138468051392,-126.783823231141,"WEST VANCOUVER ISLAND","WVI","CO-17",914,"N","Vancouver Island & Mainland Inlets",1967,1998,288,1,1,309,2,2,349,1,1,3,3,3
"311","Barr Creek Sockeye_SER-10","Barr Creek Sockeye",41665,"Sockeye",49.9138468051392,-126.783823231141,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1997,1998,289,1,1,289,1,1,299.25,2,2,3,3,3
"312","Barrett Creek (Chilliwack) Chum_CM-2","Barrett Creek (Chilliwack) Chum",47013,"Chum",49.0977622709186,-122.030799875087,"LOWER FRASER","LFR","CM-2",701,"N","Fraser",1983,1993,311,5,2,324,5,2,348.8,5,2,2,2,2
"313","Barrett Creek (Chilliwack) Coho_CO-47","Barrett Creek (Chilliwack) Coho",47012,"Coho",49.0977622709186,-122.030799875087,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",1982,1993,348,4,1,357.75,4,1,378.5,4,1,2,2,2
"314","Barriere River (Clearwater) Chinook Run 1_CK-19","Barriere River (Clearwater) Chinook Run 1",46608,"Chinook",51.1738057359885,-120.138604482879,"NORTH THOMPSON_SU_1.3","NTh-sum","CK-19",319,"Y","Fraser",1953,2009,245.266666666667,30,10,260.315789473684,38,19,272.348484848485,33,11,1,1,1
"315","Barriere River (Clearwater) Coho_CO-9","Barriere River (Clearwater) Coho",46602,"Coho",51.1738057359885,-120.138604482879,"NORTH THOMPSON","NTHOM","CO-9",709,"N","Fraser",1975,2014,303.090909090909,66,46,318.763888888889,72,52,339.35,40,20,1,1,1
"316","Barriere River (Clearwater) Summer Sockeye_SEL-10-01","Barriere River (Clearwater) Summer Sockeye",46600,"Sockeye",51.1738057359885,-120.138604482879,"KAMLOOPS-EARLY SUMMER TIMING","Kamloops-ES","SEL-10-01",740,"Y","Fraser",1951,2021,236,6,3,248.446808510638,47,23,267.5,6,3,2,1,2
"317","Bates Creek (Prince George) Early Stuart Sockeye_SEL-06-14","Bates Creek (Prince George) Early Stuart Sockeye",45597,"Sockeye",55.707228812646,-126.23756196786,"TAKLA/TREMBLEUR-EARLY STUART TIMING","Takla/Trembleur-ESTU","SEL-06-14",732,"N","Fraser",1977,2001,NA,0,0,223,5,3,NA,0,0,3,2,3
"318","Battle Bay River (Kyuquot) Chinook Run 1_CK-32","Battle Bay River (Kyuquot) Chinook Run 1",39698,"Chinook",50.1213242016913,-127.586707421352,"WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","NoKy","CK-32",329,"N","Vancouver Island & Mainland Inlets",1953,1994,253.454545454545,11,9,269.8,10,8,279.8,10,7,2,2,2
"319","Battle Bay River (Kyuquot) Pink Run 1_PKE-2","Battle Bay River (Kyuquot) Pink Run 1",39694,"Pink",50.1213242016913,-127.586707421352,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1954,1976,251.571428571429,7,6,269.111111111111,9,7,288.375,8,6,2,2,2
"320","Battle Bay River (Kyuquot) Sockeye Run 1_SER-10","Battle Bay River (Kyuquot) Sockeye Run 1",39690,"Sockeye",50.1213242016913,-127.586707421352,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1992,1992,279,1,1,299,1,1,320,1,1,3,3,3
"321","Battle Bay River Chum_CM-10","Battle Bay River Chum",39696,"Chum",50.1213242016913,-127.586707421352,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1953,1994,279.083333333333,24,21,297,24,19,326.869565217391,23,15,2,1,1
"322","Battle Bay River Coho_CO-17","Battle Bay River Coho",39692,"Coho",50.1213242016913,-127.586707421352,"WEST VANCOUVER ISLAND","WVI","CO-17",914,"N","Vancouver Island & Mainland Inlets",1953,1994,275.4,20,17,298.142857142857,21,18,336.75,20,15,2,2,1
"323","Bawden Creek Chum_CM-10","Bawden Creek Chum",52346,"Chum",49.280220392691,-126.011350647601,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1953,2001,291.409090909091,44,31,304.032258064516,31,18,320.375,44,31,1,1,1
"324","Bawden Creek Coho_CO-18","Bawden Creek Coho",52342,"Coho",49.280220392691,-126.011350647601,"CLAYOQUOT","CLAY","CO-18",915,"N","Vancouver Island & Mainland Inlets",1953,1996,280.739130434783,23,21,321.7,10,8,342.304347826087,23,21,2,2,2
"325","Beach Creek Coho_CO-13","Beach Creek Coho",51392,"Coho",49.3567447746196,-124.437739706572,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"N","Vancouver Island & Mainland Inlets",1982,1998,335.5,4,1,340.9,5,2,353.4,5,1,2,2,2
"326","Beale's Lagoon Creek (Bella Bella) Chum_CM-15","Beale's Lagoon Creek (Bella Bella) Chum",43753,"Chum",52.1832830524092,-127.982727821764,"SPILLER-FITZ HUGH-BURKE","SpilFitz","CM-15",503,"N","Central Coast",1953,2022,260.011904761905,42,26,274.566666666667,45,25,292.5,38,17,1,1,1
"327","Beale's Lagoon Creek (Bella Bella) Coho_CO-27","Beale's Lagoon Creek (Bella Bella) Coho",43751,"Coho",52.1832830524092,-127.982727821764,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1954,2022,250.722222222222,27,13,271.391304347826,23,10,297.227272727273,22,7,1,1,1
"328","Beale's Lagoon Creek (Bella Bella) Pink_PKE-5","Beale's Lagoon Creek (Bella Bella) Pink",43752,"Pink",52.1832830524092,-127.982727821764,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"N","Central Coast",1954,2022,255.75,20,12,272.260869565217,23,15,287.75,18,8,1,1,1
"329","Beale's Lagoon Creek (Bella Bella) Pink_PKO-12","Beale's Lagoon Creek (Bella Bella) Pink",43752,"Pink",52.1832830524092,-127.982727821764,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1953,2022,256.45652173913,23,14,271.788461538462,26,16,286.973684210526,19,7,1,1,1
"330","Beale's Lagoon Creek (Bella Bella) Sockeye_SER-17","Beale's Lagoon Creek (Bella Bella) Sockeye",43750,"Sockeye",52.1832830524092,-127.982727821764,"NORTHERN COASTAL STREAMS","NC","SER-17",615,"N","Central Coast",1985,1985,NA,0,0,NA,0,0,NA,0,0,3,3,3
"331","Beano Creek Chum_CM-10","Beano Creek Chum",41566,"Chum",49.6076403603233,-126.753598245266,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1997,1997,289,1,1,289,1,1,289,1,1,3,3,3
"332","Beano Creek Sockeye_SER-10","Beano Creek Sockeye",41560,"Sockeye",49.6076403603233,-126.753598245266,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1997,1997,258.5,1,1,258.5,1,1,258.5,1,1,3,3,3
"333","Bear Beach  (Quesnel Lake shore) Summer Sockeye_SEL-06-10","Bear Beach  (Quesnel Lake shore) Summer Sockeye",3364,"Sockeye",52.7225028445674,-120.86011421229,"QUESNEL-SUMMER TIMING","Quesnel-S","SEL-06-10",728,"N","Fraser",2009,2022,NA,0,0,268.928571428571,7,7,NA,0,0,3,3,3
"334","Bear Creek (Quatsino Sound) Chum Run 1_CM-11","Bear Creek (Quatsino Sound) Chum Run 1",42301,"Chum",50.5370707278122,-127.974501390653,"NORTHWEST VANCOUVER ISLAND","NWVI","CM-11",977,"N","Vancouver Island & Mainland Inlets",1955,1998,281.076923076923,39,31,293.542857142857,35,28,304.972972972973,37,28,1,1,1
"335","Bear Creek (Quatsino Sound) Coho Run 1_CO-15","Bear Creek (Quatsino Sound) Coho Run 1",42297,"Coho",50.5370707278122,-127.974501390653,"NAHWITTI LOWLAND","Nahwitti","CO-15",912,"N","Vancouver Island & Mainland Inlets",1955,1998,279.538461538462,13,8,302.888888888889,9,8,311.55,10,6,1,2,2
"336","Bear Lake (Smithers) Chinook_CK-53","Bear Lake (Smithers) Chinook",48118,"Chinook",56.1862657625007,-126.865370930224,"MIDDLE SKEENA-LARGE LAKES","MSK-LGLKS","CK-53",222,"N","Skeena",1970,1973,250.5,4,3,258.5,4,2,277.5,4,1,2,2,2
"337","Bear Lake (Smithers) Coho_CO-34","Bear Lake (Smithers) Coho",48115,"Coho",56.1862657625007,-126.865370930224,"UPPER SKEENA","USKNA","CO-34",231,"N","Skeena",1953,1977,272.166666666667,6,6,288,5,3,319,5,3,3,2,2
"338","Bear Lake (Smithers) Sockeye_SEL-22-03","Bear Lake (Smithers) Sockeye",48114,"Sockeye",56.1862657625007,-126.865370930224,"BEAR","Bear","SEL-22-03",192,"N","Skeena",1953,2022,245.738095238095,42,35,263.782051282051,39,29,277.5,36,25,1,1,1
"339","Bear River (Smithers) Chinook_CK-53","Bear River (Smithers) Chinook",48113,"Chinook",56.2799004627568,-126.97078288065,"MIDDLE SKEENA-LARGE LAKES","MSK-LGLKS","CK-53",222,"Y","Skeena",1953,2022,237.424528301887,53,44,249.51724137931,58,47,269.824074074074,54,39,1,1,1
"340","Bear River (Smithers) Chum_NA","Bear River (Smithers) Chum",48112,"Chum",NA,NA,NA,NA,NA,NA,NA,NA,1972,2009,238.25,2,1,253.75,2,1,258.75,2,1,2,2,2
"341","Bear River (Smithers) Coho_CO-34","Bear River (Smithers) Coho",48110,"Coho",56.2799004627568,-126.97078288065,"UPPER SKEENA","USKNA","CO-34",231,"Y","Skeena",1953,2022,273.741379310345,29,25,289.22,25,20,305.25,22,18,2,1,2
"342","Bear River (Smithers) Pink_PKE-8","Bear River (Smithers) Pink",48111,"Pink",56.2799004627568,-126.97078288065,"MIDDLE-UPPER SKEENA","MandU-SKNA","PKE-8",218,"N","Skeena",1972,2018,234.333333333333,6,3,255.166666666667,6,3,261,6,2,2,2,2
"343","Bear River (Smithers) Pink_PKO-16","Bear River (Smithers) Pink",48111,"Pink",56.2799004627568,-126.97078288065,"MIDDLE AND UPPER SKEENA","MandUSK","PKO-16",213,"N","Skeena",1953,2013,236.444444444444,18,15,246.4,15,12,263.25,18,11,2,2,1
"344","Bear River (Smithers) Sockeye_SEL-22-03","Bear River (Smithers) Sockeye",48109,"Sockeye",56.2799004627568,-126.97078288065,"BEAR","Bear","SEL-22-03",192,"N","Skeena",1956,2022,242.615384615385,26,20,253.56,25,19,272.760869565217,23,16,1,1,1
"345","Bear River (Upper Nass) Chum_CM-32","Bear River (Upper Nass) Chum",43638,"Chum",55.9176153464946,-129.989341366975,"PORTLAND CANAL-OBSERVATORY","PCOb","CM-32",406,"N","Nass",1953,1988,226.366666666667,30,15,242.066666666667,30,15,265.7,30,15,1,1,1
"346","Bear River (Upper Nass) Coho_CO-37","Bear River (Upper Nass) Coho",43636,"Coho",55.9176153464946,-129.989341366975,"PORTLAND SOUND-OBSERVATORY INLET-PORTLAND CANAL","PORT","CO-37",410,"N","Nass",1953,2001,264.890625,32,14,288.125,28,10,321.293103448276,29,12,1,1,1
"347","Bear River (Upper Nass) Pink_PKE-7","Bear River (Upper Nass) Pink",43637,"Pink",55.9176153464946,-129.989341366975,"NASS-SKEENA ESTUARY","NSKEst","PKE-7",219,"N","Skeena",1964,1986,225.444444444444,9,4,242.888888888889,9,4,259.666666666667,9,4,1,1,1
"348","Bear River (Upper Nass) Pink_PKO-17","Bear River (Upper Nass) Pink",43637,"Pink",55.9176153464946,-129.989341366975,"NASS-PORTLAND-OBSERVATORY","NR-PORT-OBS","PKO-17",414,"N","Nass",1961,1985,224.625,8,3,238.75,8,3,252.5,8,3,1,1,1
"349","Bear River (Upper Nass) Sockeye_SEL-23-01","Bear River (Upper Nass) Sockeye",43635,"Sockeye",55.9176153464946,-129.989341366975,"CLEMENTS","Clements","SEL-23-01",418,"N","Nass",1953,1987,195.970588235294,34,16,217.647058823529,34,16,240.941176470588,34,16,1,1,1
"350","Beaver Creek (Kitimat-Butedale) Coho_CO-29","Beaver Creek (Kitimat-Butedale) Coho",52401,"Coho",54.0211867348236,-128.6892706758,"DOUGLAS CHANNEL-KITIMAT ARM","DOUG","CO-29",522,"N","Central Coast",1989,1989,298,1,1,309,1,1,335,1,1,3,3,3
"351","Beaver Creek (Rivers Inlet) Chum_CM-15","Beaver Creek (Rivers Inlet) Chum",51703,"Chum",51.5372787867848,-127.747502389301,"SPILLER-FITZ HUGH-BURKE","SpilFitz","CM-15",503,"N","Central Coast",1953,1992,276.625,24,21,285.521739130435,23,19,297.958333333333,24,20,2,2,2
"352","Beaver Creek (Rivers Inlet) Coho_CO-27","Beaver Creek (Rivers Inlet) Coho",51701,"Coho",51.5372787867848,-127.747502389301,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,1994,265.085714285714,35,28,278.235294117647,34,26,306.885714285714,35,23,1,1,1
"353","Beaver Creek (Rivers Inlet) Pink_PKE-5","Beaver Creek (Rivers Inlet) Pink",51702,"Pink",51.5372787867848,-127.747502389301,"HECATE LOWLANDS","HStr-HecLow","PKE-5",608,"N","Central Coast",1972,2008,250.25,12,10,255.75,12,10,272.25,12,10,2,2,2
"354","Beaver Creek (Rivers Inlet) Pink_PKO-12","Beaver Creek (Rivers Inlet) Pink",51702,"Pink",51.5372787867848,-127.747502389301,"HECATE STRAIT-LOWLANDS","HStr-HecLow","PKO-12",611,"N","Central Coast",1975,2003,252.222222222222,9,8,257.777777777778,9,8,269.111111111111,9,8,2,2,2
"355","Beaver Creek (Rivers Inlet) Sockeye_SEL-19-17","Beaver Creek (Rivers Inlet) Sockeye",51700,"Sockeye",51.5372787867848,-127.747502389301,"ELSIE/HOY","Elsie/Hoy","SEL-19-17",556,"N","Central Coast",1961,1994,233.666666666667,18,15,249.529411764706,17,14,274.058823529412,17,13,2,2,2
"356","Beaverlodge Creek (Hazelton) Coho_CO-33","Beaverlodge Creek (Hazelton) Coho",49305,"Coho",55.6661415169852,-128.296326226215,"MIDDLE SKEENA","MSKNA","CO-33",215,"N","Skeena",1986,2017,287.772727272727,11,11,298.833333333333,12,12,308.045454545455,11,11,3,3,3
"357","Beck Creek Chum_CM-4","Beck Creek Chum",51506,"Chum",49.1306800723193,-123.914526287146,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",1975,2003,301.2,5,5,312.333333333333,6,6,324.416666666667,6,6,3,3,3
"358","Beck Creek Coho_CO-13","Beck Creek Coho",51502,"Coho",49.1306800723193,-123.914526287146,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"N","Vancouver Island & Mainland Inlets",1974,2003,312.868421052632,19,19,333.184210526316,19,17,355.28947368421,19,17,3,2,2
"359","Bedingfield Bay Creek Chum_CM-10","Bedingfield Bay Creek Chum",45612,"Chum",49.3584807093592,-125.986400763686,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1986,1986,288,1,1,298,1,0,309,1,0,3,2,2
"360","Bedwell River Chinook_CK-31","Bedwell River Chinook",52318,"Chinook",49.3642573253337,-125.776843344297,"WEST VANCOUVER ISLAND-SOUTH_FA_0.x","SWVI","CK-31",328,"N","Vancouver Island & Mainland Inlets",1953,1995,275.348484848485,33,10,296.375,20,9,302,33,9,1,1,1
"361","Bedwell River Chum_CM-10","Bedwell River Chum",52316,"Chum",49.3642573253337,-125.776843344297,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"Y","Vancouver Island & Mainland Inlets",1953,1995,284.345238095238,42,12,293.534482758621,29,12,314.952380952381,42,11,1,1,1
"362","Bedwell River Coho_CO-18","Bedwell River Coho",52312,"Coho",49.3642573253337,-125.776843344297,"CLAYOQUOT","CLAY","CO-18",915,"Y","Vancouver Island & Mainland Inlets",1953,1995,281.157894736842,38,9,310.5,24,9,345.151515151515,33,9,1,1,1
"363","Bedwell River Pink_PKE-2","Bedwell River Pink",52314,"Pink",49.3642573253337,-125.776843344297,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1964,1982,243.3,10,1,254.333333333333,9,1,269.5,10,0,1,1,1
"364","Bedwell River Pink_PKO-6","Bedwell River Pink",52314,"Pink",49.3642573253337,-125.776843344297,"WEST VANCOUVER ISLAND","WVI","PKO-6",925,"N","Vancouver Island & Mainland Inlets",1965,1995,251.166666666667,3,2,263.25,2,2,254.5,3,2,2,3,2
"365","Bedwell River Sockeye_SER-10","Bedwell River Sockeye",52310,"Sockeye",49.3642573253337,-125.776843344297,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1975,1995,282.5,5,4,297.6,5,4,310.8,5,4,2,2,2
"366","Bedwell System (Tofino) Steelhead_NA","Bedwell System (Tofino) Steelhead",2892,"Steelhead",NA,NA,NA,NA,NA,NA,NA,NA,1998,1998,278.5,1,1,319.5,1,1,NA,0,0,3,3,3
"367","Bedwell System Atlantic_NA","Bedwell System Atlantic",2856,"Atlantic",NA,NA,NA,NA,NA,NA,NA,NA,1998,1998,248.5,1,1,299,1,1,NA,0,0,3,3,3
"368","Bedwell System Chinook_CK-31","Bedwell System Chinook",45190,"Chinook",49.3883136512203,-125.759620530489,"WEST VANCOUVER ISLAND-SOUTH_FA_0.x","SWVI","CK-31",328,"Y","Vancouver Island & Mainland Inlets",1997,2009,272.875,4,4,284.9,5,5,319.875,4,4,3,3,3
"369","Bedwell System Chum_CM-10","Bedwell System Chum",45188,"Chum",49.3883136512203,-125.759620530489,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1997,2009,277.2,5,5,300,3,3,326.625,4,4,3,3,3
"370","Bedwell System Coho_CO-18","Bedwell System Coho",45184,"Coho",49.3883136512203,-125.759620530489,"CLAYOQUOT","CLAY","CO-18",915,"N","Vancouver Island & Mainland Inlets",1996,2009,310.666666666667,3,3,309.25,2,2,370.5,1,1,3,3,3
"371","Bedwell System Pink_PKE-2","Bedwell System Pink",45186,"Pink",49.3883136512203,-125.759620530489,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1998,2000,NA,0,0,248.5,1,1,289.25,2,2,3,3,3
"372","Bedwell System Sockeye_SER-10","Bedwell System Sockeye",45182,"Sockeye",49.3883136512203,-125.759620530489,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1998,2009,261.666666666667,3,3,285,3,3,329.25,4,4,3,3,3
"373","Beirnes Creek Coho_CO-34","Beirnes Creek Coho",7007,"Coho",56.9469006009568,-128.383900509108,"UPPER SKEENA","USKNA","CO-34",231,"N","Skeena",2008,2008,279.5,1,1,289.5,1,1,289.5,1,1,3,3,3
"374","Belcharton Creek (Mission) Chum_CM-2","Belcharton Creek (Mission) Chum",48043,"Chum",49.215605874264,-122.251642854777,"LOWER FRASER","LFR","CM-2",701,"N","Fraser",1953,2019,294.72,25,12,312.467741935484,31,18,331.544117647059,34,21,1,1,1
"375","Belcharton Creek (Mission) Coho_CO-47","Belcharton Creek (Mission) Coho",48042,"Coho",49.215605874264,-122.251642854777,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",1953,1990,319.5,18,6,341.739130434783,23,8,366.647058823529,17,6,1,1,1
"376","Beljay Bay Creek (Sandspit) Chum_CM-21","Beljay Bay Creek (Sandspit) Chum",42078,"Chum",52.6868815882657,-131.636173813739,"EAST HG","EHG","CM-21",801,"N","Haida Gwaii",1953,2022,278.163043478261,46,42,289.712765957447,47,39,301.79347826087,46,33,2,1,1
"377","Beljay Bay Creek (Sandspit) Coho_CO-23","Beljay Bay Creek (Sandspit) Coho",42076,"Coho",52.6868815882657,-131.636173813739,"HG-EAST","EHG","CO-23",807,"N","Haida Gwaii",1963,2015,270.3,5,4,286.7,5,4,308.1,5,3,2,2,2
"378","Beljay Bay Creek (Sandspit) Pink_PKE-10","Beljay Bay Creek (Sandspit) Pink",42077,"Pink",52.6868815882657,-131.636173813739,"EAST HAIDA GWAII","EHG","PKE-10",811,"N","Haida Gwaii",1958,1974,233,2,2,258,2,2,271,2,2,3,3,3
"379","Bella Coola River System (Bella Coola) Chinook Run 1_CK-39","Bella Coola River System (Bella Coola) Chinook Run 1",51773,"Chinook",52.3901281383125,-126.777705199946,"BELLA COOLA-BENTINCK","BCR-BENT","CK-39",512,"Y","Central Coast",1967,2009,237.029411764706,34,17,261.409090909091,33,16,294,32,14,1,1,1
"380","Bella Coola River System (Bella Coola) Chum Run 1_CM-16","Bella Coola River System (Bella Coola) Chum Run 1",51771,"Chum",52.3901281383125,-126.777705199946,"BELLA COOLA-DEAN RIVERS","BCD","CM-16",504,"Y","Central Coast",1953,2014,204.576923076923,52,24,237.68,50,23,299.040816326531,49,21,1,1,1
"381","Bella Coola River System (Bella Coola) Chum Run 2_CM-17","Bella Coola River System (Bella Coola) Chum Run 2",51772,"Chum",52.3901281383125,-126.777705199946,"BELLA COOLA RIVER-LATE","BCR-LATE","CM-17",505,"N","Central Coast",1984,1994,259.3,10,10,288.3,10,10,311.3,10,10,3,3,3
